CustomerId,split,Exited
15787655,Train,0
15787699,Train,0
15787772,Train,0
15787835,Train,1
15787907,Train,1
15788126,Train,0
15788448,Train,0
15788483,Train,0
15788535,Train,0
15788659,Train,0
15788676,Train,0
15788946,Train,0
15789095,Train,0
15789097,Train,1
15789158,Train,1
15789484,Train,0
15789546,Train,0
15789669,Train,0
15789955,Train,1
15790314,Train,0
15790355,Train,0
15790678,Train,0
15790757,Train,0
15790846,Train,0
15791102,Train,1
15791131,Train,0
15791279,Train,1
15792176,Train,0
15792722,Train,0
15792818,Train,0
15793813,Train,0
15793854,Train,0
15793949,Train,1
15794014,Train,0
15794142,Train,1
15794171,Train,1
15794396,Train,0
15794413,Train,0
15794560,Train,0
15794580,Train,1
15794874,Train,0
15795519,Train,0
15795564,Train,0
15795954,Train,0
15795990,Train,1
15796505,Train,0
15797160,Train,1
15797227,Train,0
15797276,Train,1
15797595,Train,0
15797686,Train,0
15797736,Train,0
15798348,Train,0
15798424,Train,1
15798659,Train,0
15798975,Train,1
15799217,Train,0
15799384,Train,0
15799811,Train,1
15799825,Train,0
15800062,Train,1
15800326,Train,0
15800517,Train,0
15800856,Train,0
15801062,Train,0
15801265,Train,1
15801277,Train,0
15801488,Train,0
15801559,Train,1
15801767,Train,0
15802381,Train,0
15802741,Train,1
15803365,Train,0
15803406,Train,0
15803681,Train,0
15803689,Train,1
15803749,Train,1
15803790,Train,0
15803976,Train,0
15804002,Train,0
15804017,Train,0
15804075,Train,0
15804586,Train,1
15804602,Train,0
15804610,Train,0
15804771,Train,0
15804814,Train,0
15805303,Train,1
15805312,Train,0
15805449,Train,0
15805565,Train,0
15806027,Train,1
15806049,Train,0
15806332,Train,0
15806837,Train,0
15806964,Train,0
15806983,Train,0
15807045,Train,0
15808189,Train,0
15808228,Train,0
15808582,Train,0
15808784,Train,0
15808846,Train,0
15809087,Train,1
15809143,Train,0
15809248,Train,0
15809616,Train,0
15809772,Train,0
15810845,Train,0
15810864,Train,0
15810978,Train,0
15811261,Train,0
15811314,Train,0
15812009,Train,0
15812197,Train,0
15812272,Train,1
15812351,Train,0
15812497,Train,0
15812945,Train,0
15813022,Train,0
15813132,Train,0
15813144,Train,0
15813163,Train,0
15813303,Train,0
15813412,Train,1
15813439,Train,0
15814930,Train,1
15815490,Train,1
15566594,Validation,0
15566843,Validation,0
15567486,Validation,0
15568360,Validation,0
15568506,Validation,0
15569590,Validation,1
15570769,Validation,0
15571928,Validation,1
15572461,Validation,0
15572467,Validation,0
15573112,Validation,0
15573242,Validation,0
15574331,Validation,1
15574783,Validation,0
15574842,Validation,0
15575185,Validation,0
15576623,Validation,0
15579647,Validation,0
15579706,Validation,1
15581229,Validation,0
15582714,Validation,1
15583456,Validation,1
15583548,Validation,1
15583725,Validation,0
15585282,Validation,0
15585961,Validation,0
15588248,Validation,1
15588614,Validation,1
15589030,Validation,0
15589076,Validation,1
15589754,Validation,0
15591100,Validation,0
15591257,Validation,0
15591386,Validation,0
15592222,Validation,0
15592300,Validation,0
15592531,Validation,0
15592645,Validation,0
15593295,Validation,0
15593331,Validation,0
15593601,Validation,0
15594917,Validation,0
15595067,Validation,0
15595071,Validation,0
15595303,Validation,1
15595588,Validation,0
15595917,Validation,0
15596181,Validation,1
15596493,Validation,0
15597033,Validation,0
15597602,Validation,1
15597896,Validation,1
15598088,Validation,0
15598175,Validation,0
15598782,Validation,0
15598883,Validation,0
15599289,Validation,0
15599301,Validation,0
15599552,Validation,0
15600103,Validation,0
15600258,Validation,0
15600337,Validation,1
15600821,Validation,0
15600882,Validation,0
15601274,Validation,0
15601892,Validation,0
15602497,Validation,0
15603216,Validation,0
15603436,Validation,0
15603851,Validation,1
15604348,Validation,0
15604588,Validation,0
15605286,Validation,1
15605965,Validation,0
15606267,Validation,0
15607381,Validation,0
15607537,Validation,1
15608653,Validation,1
15609998,Validation,1
15610594,Validation,0
15611088,Validation,0
15611759,Validation,0
15612064,Validation,1
15612494,Validation,1
15612771,Validation,0
15613326,Validation,0
15613630,Validation,1
15613844,Validation,0
15614049,Validation,0
15614818,Validation,0
15614878,Validation,0
15616700,Validation,0
15617482,Validation,1
15617648,Validation,0
15621210,Validation,1
15621353,Validation,0
15621432,Validation,0
15621653,Validation,0
15623595,Validation,0
15624510,Validation,1
15624633,Validation,0
15624781,Validation,0
15625021,Validation,0
15625916,Validation,0
15625944,Validation,0
15627212,Validation,0
15628145,Validation,0
15628205,Validation,0
15628303,Validation,0
15631170,Validation,0
15631310,Validation,0
15631333,Validation,0
15633043,Validation,1
15633537,Validation,0
15633640,Validation,0
15633950,Validation,0
15634245,Validation,0
15634281,Validation,0
15634632,Validation,0
15634950,Validation,1
15635367,Validation,0
15636572,Validation,0
15636624,Validation,1
15636935,Validation,0
15636982,Validation,0
15637644,Validation,0
15637876,Validation,1
15639314,Validation,0
15639788,Validation,0
15642041,Validation,1
15642787,Validation,0
15643496,Validation,0
15643630,Validation,1
15646276,Validation,0
15646609,Validation,0
15646859,Validation,0
15647091,Validation,0
15647099,Validation,0
15648702,Validation,0
15650068,Validation,0
15650933,Validation,0
15651280,Validation,0
15651533,Validation,1
15651713,Validation,0
15653253,Validation,0
15653595,Validation,0
15654229,Validation,0
15654654,Validation,0
15654901,Validation,0
15655192,Validation,0
15655574,Validation,0
15655774,Validation,0
15655961,Validation,0
15657139,Validation,0
15658057,Validation,1
15658969,Validation,1
15659175,Validation,0
15659486,Validation,0
15660688,Validation,0
15660833,Validation,0
15661036,Validation,0
15661821,Validation,1
15661974,Validation,0
15662085,Validation,0
15662955,Validation,0
15663826,Validation,0
15665110,Validation,0
15665695,Validation,0
15666548,Validation,1
15667871,Validation,0
15668081,Validation,0
15668444,Validation,0
15668575,Validation,1
15669169,Validation,0
15670039,Validation,0
15670702,Validation,0
15670755,Validation,0
15671256,Validation,1
15671322,Validation,0
15672012,Validation,1
15672115,Validation,0
15672145,Validation,0
15672756,Validation,0
15673342,Validation,0
15674811,Validation,0
15674880,Validation,0
15674950,Validation,0
15674991,Validation,0
15675190,Validation,0
15675522,Validation,0
15675964,Validation,1
15677049,Validation,0
15680346,Validation,0
15681081,Validation,0
15681174,Validation,0
15681196,Validation,0
15681758,Validation,0
15681956,Validation,0
15682048,Validation,1
15682533,Validation,0
15682585,Validation,0
15682639,Validation,0
15682757,Validation,0
15683403,Validation,1
15683471,Validation,0
15684548,Validation,1
15685226,Validation,0
15686164,Validation,0
15686983,Validation,0
15687658,Validation,1
15688007,Validation,0
15688691,Validation,1
15689081,Validation,1
15689341,Validation,1
15689614,Validation,0
15692132,Validation,0
15692463,Validation,0
15693018,Validation,0
15693199,Validation,1
15693347,Validation,0
15693683,Validation,0
15694192,Validation,0
15697686,Validation,0
15698442,Validation,0
15698474,Validation,0
15698932,Validation,0
15699430,Validation,0
15699911,Validation,0
15700209,Validation,0
15700696,Validation,0
15701109,Validation,0
15701318,Validation,0
15701354,Validation,0
15704483,Validation,0
15705639,Validation,0
15707078,Validation,0
15707114,Validation,0
15709295,Validation,0
15710257,Validation,0
15710295,Validation,0
15711825,Validation,0
15712403,Validation,1
15713644,Validation,0
15713826,Validation,1
15714466,Validation,1
15714586,Validation,0
15715667,Validation,0
15716609,Validation,1
15717164,Validation,0
15717398,Validation,1
15718057,Validation,1
15718071,Validation,0
15718443,Validation,0
15718893,Validation,1
15719606,Validation,0
15720838,Validation,0
15721487,Validation,0
15722010,Validation,1
15722548,Validation,0
15723320,Validation,0
15723411,Validation,0
15724466,Validation,0
15724889,Validation,0
15725166,Validation,0
15725511,Validation,0
15726186,Validation,0
15727021,Validation,0
15727251,Validation,0
15727384,Validation,1
15727546,Validation,0
15727556,Validation,0
15728669,Validation,1
15728773,Validation,0
15729054,Validation,0
15729668,Validation,0
15730038,Validation,1
15730433,Validation,1
15731511,Validation,0
15731815,Validation,1
15732102,Validation,0
15732448,Validation,0
15732740,Validation,0
15732963,Validation,0
15734628,Validation,0
15734674,Validation,0
15734999,Validation,0
15735388,Validation,0
15736601,Validation,0
15737452,Validation,1
15738828,Validation,0
15739068,Validation,0
15739357,Validation,0
15740404,Validation,0
15740494,Validation,0
15742480,Validation,0
15742638,Validation,0
15743007,Validation,1
15743411,Validation,1
15744689,Validation,1
15744843,Validation,0
15746139,Validation,0
15747677,Validation,0
15747807,Validation,0
15747960,Validation,0
15747980,Validation,0
15748381,Validation,0
15748625,Validation,0
15748718,Validation,0
15748936,Validation,0
15750258,Validation,0
15750497,Validation,0
15751531,Validation,0
15751710,Validation,0
15752047,Validation,0
15752081,Validation,1
15754068,Validation,0
15754112,Validation,0
15754261,Validation,0
15754713,Validation,0
15755209,Validation,0
15755242,Validation,0
15755648,Validation,0
15755649,Validation,0
15756475,Validation,0
15757648,Validation,0
15758372,Validation,1
15759038,Validation,0
15759436,Validation,1
15760446,Validation,1
15760774,Validation,0
15761976,Validation,0
15762110,Validation,0
15762729,Validation,1
15762745,Validation,0
15764419,Validation,0
15765014,Validation,0
15767821,Validation,0
15768193,Validation,0
15768455,Validation,0
15769499,Validation,0
15769522,Validation,0
15770424,Validation,0
15770719,Validation,0
15771139,Validation,0
15771417,Validation,1
15772262,Validation,0
15772798,Validation,0
15772995,Validation,0
15773017,Validation,0
15773039,Validation,0
15773469,Validation,0
15773503,Validation,0
15775295,Validation,1
15775546,Validation,0
15775741,Validation,0
15775803,Validation,0
15775905,Validation,1
15776807,Validation,0
15777826,Validation,0
15777892,Validation,0
15778157,Validation,0
15779481,Validation,0
15782247,Validation,1
15782454,Validation,1
15782468,Validation,1
15783955,Validation,0
15784301,Validation,0
15784736,Validation,0
15785819,Validation,0
15785865,Validation,0
15785869,Validation,0
15786852,Validation,0
15788539,Validation,0
15789425,Validation,1
15790235,Validation,0
15791836,Validation,0
15792222,Validation,0
15792329,Validation,0
15793247,Validation,0
15794048,Validation,1
15794056,Validation,1
15794549,Validation,0
15794870,Validation,0
15796313,Validation,1
15796969,Validation,0
15797219,Validation,1
15797960,Validation,0
15797964,Validation,0
15798824,Validation,0
15799031,Validation,0
15799479,Validation,0
15800440,Validation,0
15800703,Validation,0
15801548,Validation,0
15802593,Validation,1
15803457,Validation,0
15805637,Validation,1
15805955,Validation,0
15806307,Validation,0
15806447,Validation,0
15806967,Validation,0
15807008,Validation,1
15807923,Validation,1
15808044,Validation,1
15809663,Validation,0
15810347,Validation,0
15811127,Validation,0
15811327,Validation,0
15811842,Validation,0
15812917,Validation,0
15813067,Validation,1
15813444,Validation,0
15813532,Validation,0
15813590,Validation,1
15813850,Validation,0
15814268,Validation,0
15814536,Validation,0
15814846,Validation,1
15815364,Validation,0
15815560,Validation,0
